,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/kuka-kr-cybertech-20-r1810-cr,['KUKA - KR CYBERTECH 20 R1810 CR'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-12_43a7d080-d241-11ea-855c-b1a35cd27aa2.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe industrial robots of the KR CYBERTECH family represent the world’s largest range of models in the low payload category with the greatest power density. They are ideally suited to space-saving cell concepts and provide top performance – with particularly low follow-up costs. \nThe powerful multi-function robots of the KR CYBERTECH series are specialized in handling task: for handling large components, machining, assembly, palletizing and arc welding. They can be controlled with the KR C4 or KR C4 extended.\nA key new feature of the KR CYBERTECH series is the even more compact design of the industrial robots. This enables you to benefit from the greater integration density and reduced disruptive contours. Choose the right industrial robot for every task from the wide-ranging portfolio.']","{'Payload': '23.9kg', 'Reach': ' 1813cm', 'Axis': ' 6', 'Weight': ' 250kg', 'Repeatability': ' 0.04mm', 'Speed': ' 342.5mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-16-r1610-2', '1': 'https://bot-hive.com/product/kuka-kr-600-fortec-420-r3330', '2': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-12-r1810-2', '3': 'https://bot-hive.com/product/kuka-kr-600-fortec-510-r3080-f'}"
https://bot-hive.com/product/kuka-kr-600-fortec-510-r3080,['KUKA - KR 600 FORTEC 510 R3080'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/17587-5279883_b538e350-d2fb-11ea-98d1-bd641a712e9b.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR 600 FORTEC heavy-duty robot can be used in a great many task in the high payload range on account of its versatility. It can also turn in a top performance at reduced investment costs as a foundry robot. \nThe advantages of the KR 600 FORTEC heavy-duty robot couldn’t be clearer: its strength and sophisticated technology guarantee a consistently high production quality – without substantial maintenance outlay. Compared to older models, the KR 600 FORTEC stands out due to its more streamlined design. This allows the robot to handle the heaviest of components – weighing up to 600 kilograms – in the smallest of spaces.']","{'Payload': '635kg', 'Reach': ' 3076cm', 'Axis': ' 6', 'Weight': ' 2680kg', 'Repeatability': ' 0.08mm', 'Speed': ' 79.16mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-16-r1610-2', '1': 'https://bot-hive.com/product/kuka-kr-600-fortec-420-r3330', '2': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-12-r1810-2', '3': 'https://bot-hive.com/product/kuka-kr-600-fortec-510-r3080-f'}"
https://bot-hive.com/product/kuka-kr-600-fortec-420-r3330-f,['KUKA - KR 600 FORTEC 420 R3330 F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-24_29c57000-d2ff-11ea-bd09-fddd8f1139f2.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR 600 FORTEC heavy-duty robot can be used in a great many task in the high payload range on account of its versatility. It can also turn in a top performance at reduced investment costs as a foundry robot. \nThe advantages of the KR 600 FORTEC heavy-duty robot couldn’t be clearer: its strength and sophisticated technology guarantee a consistently high production quality – without substantial maintenance outlay. Compared to older models, the KR 600 FORTEC stands out due to its more streamlined design. This allows the robot to handle the heaviest of components – weighing up to 600 kilograms – in the smallest of spaces.']","{'Payload': '515kg', 'Reach': ' 3326cm', 'Axis': ' 6', 'Weight': ' 2686kg', 'Repeatability': ' 0.08mm', 'Speed': ' 79.16mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-cybertech-22-r1610-2', '1': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-8-r2010-2', '2': 'https://bot-hive.com/product/kuka-kr-cybertech-20-r1810-f', '3': 'https://bot-hive.com/product/kuka-kr-470-2-pa'}"
https://bot-hive.com/product/kuka-kr-360-fortec-360-r2830-c-1,['KUKA - KR 360 FORTEC 360 R2830 C'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-21_47dc5580-d63e-11ea-b9c4-8b4b3d076ccb.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR 360 FORTEC is our six-axis, heavy-duty robot for intelligent system concepts. Due to its top precision and outstanding reach, this heavy-duty industrial robot is particularly suited to handling heavy assemblies. \nThe dynamic KR 360 FORTEC jointed-arm robot is intended for handling heavy components. When it comes to workspace, modularity, dynamism and repeatability, this heavy-duty robot is one of a kind on the market. With the FORTEC series, KUKA has developed a flexible solution for space- and cost-saving cell concepts. Various installation positions and special variants pave the way for innovative solutions that execute heavy-duty tasks with ease in various industries, yet particularly in the automotive industry. This involves the harmonious combination of extreme strength (FORce) and the latest technology (TEChnology): FORTEC']","{'Payload': '360kg', 'Reach': ' 2826cm', 'Axis': ' 6', 'Weight': ' 2385kg', 'Repeatability': ' 0.08mm', 'Speed': ' 111.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-360-fortec-240-r3330-f', '1': 'https://bot-hive.com/product/kuka-kr-360-fortec-240-r3330-c', '2': 'https://bot-hive.com/product/kuka-kr-cybertech-kr-16-r1610-2', '3': 'https://bot-hive.com/product/kuka-kr-cybertech-20-r2010-ks-f'}"
https://bot-hive.com/product/kuka-kr-360-fortec-360-r2830,['KUKA - KR 360 FORTEC 360 R2830'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-20_efccffc0-d63d-11ea-b9c4-8b4b3d076ccb.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR 360 FORTEC is our six-axis, heavy-duty robot for intelligent system concepts. Due to its top precision and outstanding reach, this heavy-duty industrial robot is particularly suited to handling heavy assemblies. \nThe dynamic KR 360 FORTEC jointed-arm robot is intended for handling heavy components. When it comes to workspace, modularity, dynamism and repeatability, this heavy-duty robot is one of a kind on the market. With the FORTEC series, KUKA has developed a flexible solution for space- and cost-saving cell concepts. Various installation positions and special variants pave the way for innovative solutions that execute heavy-duty tasks with ease in various industries, yet particularly in the automotive industry. This involves the harmonious combination of extreme strength (FORce) and the latest technology (TEChnology): FORTEC']","{'Payload': '360kg', 'Reach': ' 2826cm', 'Axis': ' 6', 'Weight': ' 2385kg', 'Repeatability': ' 0.08mm', 'Speed': ' 111.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-360-fortec-240-r3330-f', '1': 'https://bot-hive.com/product/kuka-kr-360-fortec-240-r3330-c', '2': 'https://bot-hive.com/product/kuka-kr-240-2-1', '3': 'https://bot-hive.com/product/kuka-kr-360-fortec-240-r3330'}"
https://bot-hive.com/product/staubli-rx160l,['Staubli - RX160L'],['Stäubli UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/annotation-2020-06-17-150003_3742d6b0-b09e-11ea-8a55-158c5e3aeb85_meta_724x817.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe RX160 6-axis robot is an articulated arm with 6 axes for increased flexibility. The spherical work envelope allows maximum utilisation of cell workspace. It can also be mounted on the floor or ceiling. The fully enclosed structure (IP65) makes the robotic arm ideal for tasks in harsh environments. The RX160 range has a payload of up to 34 kg with a maximum reach of 2010 mm.'],"{'Payload': '20kg', 'Reach': ' 2010cm', 'Axis': ' 6', 'Weight': ' 250kg', 'Repeatability': ' 0.05mm', 'Speed': ' 366mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/staubli-rx160-hd', '1': 'https://bot-hive.com/product/staubli-rx160', '2': 'https://bot-hive.com/product/staubli-tx2-60l-1', '3': 'https://bot-hive.com/product/staubli-tx2-90l-1'}"
https://bot-hive.com/product/kawasaki-zx165u-1,['Kawasaki - ZX165U'],['Kawasaki Robotics UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/unnamed_e8c9bb00-c666-11ea-9e83-cd8ea1f4dfda.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe general-purpose Z series Robots offer a large payload capacity and combine a long reach with minimal amount of dead space for a wide work envelope. The versatile and robust designs are directly responsible for improved production line efficiencies in automotive and a wide range of general industry tasks.'],"{'Payload': '165kg', 'Reach': ' 2651cm', 'Axis': ' 6', 'Weight': ' 1350kg', 'Repeatability': ' 0.3mm', 'Speed': ' 148mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kawasaki-mg15hl-b-5', '1': 'https://bot-hive.com/product/kawasaki-bx100n-1', '2': 'https://bot-hive.com/product/kawasaki-ms005n-3', '3': 'https://bot-hive.com/product/kawasaki-cp180l-1'}"
https://bot-hive.com/product/kawasaki-rs007l-1,['Kawasaki - RS007L'],['Kawasaki Robotics UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/rs007l_67a509d0-d584-11ea-ba0d-bd3cca1c345a.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe R series Robots are setting the benchmark for all small to medium duty industrial robots. The compact design, along with industry leading speed, reach and work range make the R series Robots ideal for a wide range of task throughout a multitude of diverse industries.']","{'Payload': '7kg', 'Reach': ' 930cm', 'Axis': ' 6', 'Weight': ' 36kg', 'Repeatability': ' 0.03mm', 'Speed': ' 531.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kawasaki-cp180l-1', '1': 'https://bot-hive.com/product/kawasaki-mg15hl-b-5', '2': 'https://bot-hive.com/product/kawasaki-bx100n-1', '3': 'https://bot-hive.com/product/kawasaki-zx165u-1'}"
https://bot-hive.com/product/fanuc-r-1000ia130f,['Fanuc - R-1000iA/130F'],['FANUC UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/r-1000ia130f_d8ab73b0-cd89-11ea-9220-a95281fd1f0f.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","[""Product Description\nVersatile high-speed robot for a range of operations including welding, handling and palletising\nFast, slim, reliable – capable of handling up to 130 kg and reaching up to 2.2 m, the standard 6 or 5 axis R-1000 series is ideal for handling task involving medium payloads. Designed primarily for material handling and spot welding, best cycle times result from high acceleration speeds whilst the series' slim design saves precious floor space.""]","{'Payload': '130kg', 'Reach': ' 2230cm', 'Axis': ' 6', 'Weight': ' 675kg', 'Repeatability': ' 0.03mm', 'Speed': ' 158.33mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-m-2000ia2300', '1': 'https://bot-hive.com/product/fanuc-m-710ic45m', '2': 'https://bot-hive.com/product/fanuc-m-410ib140h', '3': 'https://bot-hive.com/product/fanuc-m-710ic50e'}"
https://bot-hive.com/product/fanuc-r-1000-ia-80h,['Fanuc - R-1000 IA /80H'],['FANUC UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-r100080h-r-1_9028f0f0-cd88-11ea-8b35-af7d24e48a6c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","[""Product Description\nVersatile high-speed robot for a range of operations including welding, handling and palletising\nFast, slim, reliable – capable of handling up to 130 kg and reaching up to 2.2 m, the standard 6 or 5 axis R-1000 series is ideal for handling task  involving medium payloads. Designed primarily for material handling and spot welding, best cycle times result from high acceleration speeds whilst the series' slim design saves precious floor space.""]","{'Payload': '80kg', 'Reach': ' 2230cm', 'Axis': ' 5', 'Weight': ' 610kg', 'Repeatability': ' 0.03mm', 'Speed': ' 245mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-m-410ib140h', '1': 'https://bot-hive.com/product/fanuc-m-10id10l', '2': 'https://bot-hive.com/product/fanuc-m-10id12', '3': 'https://bot-hive.com/product/fanuc-m-20ia12l'}"
https://bot-hive.com/product/fanuc-m-710ic50t,['Fanuc - M-710iC/50T'],['FANUC UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-m71050t-r-1_320599f0-cd7f-11ea-b4d1-b96fa8431032.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe slim wrist, small footprint robot for medium payloads\nThis innovative series of lightweight robots is designed for handling task  involving medium payloads from 12 to 70 kg. Featuring a slim wrist, rigid arm and small footprint, M-710 series robots are suitable for a wide range of task and come with a reach of up to 3.1 m. High axis speeds make this series extremely fast. They also boast excellent payload capacities and inertia, with all the models capable of covering a diverse range of task.']","{'Payload': '50kg', 'Reach': ' 1900cm', 'Axis': ' 6', 'Weight': ' 410kg', 'Repeatability': ' 0.07mm', 'Speed': ' 200.83mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-m-10ia10ms', '1': 'https://bot-hive.com/product/fanuc-m2000ia1200', '2': 'https://bot-hive.com/product/fanuc-m-10ia7l', '3': 'https://bot-hive.com/product/fanuc-m-900ib400l'}"
https://bot-hive.com/product/fanuc-m-710ic50h,['Fanuc - M-710iC/50H'],['FANUC UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-m71050h-l-1_63950ca0-cd7d-11ea-9074-d15fd64fe301.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe slim wrist, small footprint robot for medium payloads\nThis innovative series of lightweight robots is designed for handling task involving medium payloads from 12 to 70 kg. Featuring a slim wrist, rigid arm and small footprint, M-710 series robots are suitable for a wide range of task and come with a reach of up to 3.1 m. High axis speeds make this series extremely fast. They also boast excellent payload capacities and inertia, with all the models capable of covering a diverse range of task.']","{'Payload': '50kg', 'Reach': ' 2003cm', 'Axis': ' 5', 'Weight': ' 540kg', 'Repeatability': ' 0.15mm', 'Speed': ' 284mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-m-10ia10ms', '1': 'https://bot-hive.com/product/fanuc-m-10ia7l', '2': 'https://bot-hive.com/product/fanuc-m2000ia1200', '3': 'https://bot-hive.com/product/fanuc-m-710ic45m'}"
